Rating,Address,ReviewDate,Description,Cleaned_Description,BERT_Sentiment_Label,BERT_Sentiment_Score,,,,
5,"16362 Dogwood Ct, Delhi, CA 95315",2021-07-15,"Just want to say thank you the Bav for pulling through and helping us through the purchase of our first home. This market is very difficult for everyone and especially so for first time buyers like us who struggled getting an offer accepted. Thank you! I know it wasn’t easy for you and we were picky, but you were so accommodating and helpful without being pushy or trying to influence us into getting something we wouldn’t be happy with. I highly recommend Anyone looking for a realtor to reach out to Bavlina and let her know what you’re looking for.",want thank bav pull help purchase home market difficult especially time buyer like struggle get offer accept thank know easy picky accommodating helpful pushy try influence get happy highly recommend look realtor reach bavlina let know look,POSITIVE,0.996224403381348,,,,
5,"1128 Lennon Way, San Jose, CA 95125",2020-12-02,"My partner and I purchased our first home with Michelle Kennedy of the Bedbury group in September 2020. We met Michelle via a friend referral in 2019. We reconnected to kick off our 2020 house hunt. Michelle has a lot of good energy. She really listened to feedback and didn’t flood us with irrelevant listings like other agents had. She was always on top of the 50 things simultaneously going on for the deal. She was never late and very accommodating to our strict housing requirements during the hunt itself. Bob Bedbury brought some great experience and perspective to the table on the deal, his charismatic long form emails really helped calm my wife and I down multiple times during the process. He helped establish the direct line of communication with the sellers agent too.Michell and Bob Bedbury fought tooth and nail to get us a home for under ask - $100k under the final list price. Their diligence and personable communication really helped to convince the the sellers to come down in price. They also didn’t balk as we continued to bid on this house over the course of two months.The first night we spent in our new home, one of our cats tragically had a stroke and passed. I had informed Michelle and the Bedbury group of this news, and the next day they had sent us a very sweet condolence gift of daisy flowers to honor our cat Daisy. That personal touch really meant a lot to us during this already difficult transition from a 1 bed apartment to a lonely 4 bed house. These are good people to have on your side.With our experience using Michelle Kennedy and the Bedbury group for the buyers side representation, I would highly recommend!",partner purchase home michelle kennedy bedbury group september 2020 meet michelle friend referral 2019 reconnecte kick 2020 house hunt michelle lot good energy listen feedback flood irrelevant listing like agent 50 thing simultaneously go deal late accommodate strict housing requirement hunt bob bedbury bring great experience perspective table deal charismatic long form email help calm wife multiple time process help establish direct line communication seller agent bob bedbury fight tooth nail home ask final list price diligence personable communication help convince seller come price balk continue bid house course night spend new home cat tragically stroke pass inform michelle bedbury group news day send sweet condolence gift daisy flower honor cat daisy personal touch mean lot difficult transition 1 bed apartment lonely 4 bed house good people experience michelle kennedy bedbury group buyer representation highly recommend,POSITIVE,0.995055794715881,,,,
5,"717 Del Mar Ave, Novato, CA 94947",2021-09-11,"Kelly was absolutely PIVOTAL in us securing a home in the height of an unprecedented market. Though this wasn't our first home, she taught us a ton about the unique situations in the local area and multiple predictions on the future of the market. Kelly bargains hard and is so likeable, that it seems pretty hard for other agents and lenders to say no to her. She is solution-oriented and genuinely wants you to end up in a home you'll love. YOU NEED THIS GIRL ON YOUR SIDE!",kelly absolutely pivotal secure home height unprecedented market home teach ton unique situation local area multiple prediction future market kelly bargain hard likeable pretty hard agent lender solution orient genuinely want end home love need girl,POSITIVE,0.997333884239197,,,,
5,"1406 Shadow Ln, Fullerton, CA 92831",2020-02-08,Jacob was a pleasure to work with. I am so glad he represented us. He was very responsive and answered all my questions and I asked a lot of questions. I would use him again in a heartbeat. He is very trustworthy and respectful.,jacob pleasure work glad represent responsive answer question ask lot question use heartbeat trustworthy respectful,POSITIVE,0.980577230453491,,,,
5,"414 Sierra St, Taft, CA 93268",2020-12-23,Jessyca is very knowledgeable about first time homeowners programs and explains the process of buying a home step by step. My husband and I had several questions and she didn't mind explaining every single question even if it was a simple little question. Jessyca is very responsive and punctual. It took a while for my family and I to find the perfect house and Jessyca was patient enough to understand what our expectations were. We finally made our first purchase and we are forever grateful she was our realtor. We highly recommend Jessyca.,jessyca knowledgeable time homeowner program explain process buy home step step husband question mind explain single question simple little question jessyca responsive punctual take family find perfect house jessyca patient understand expectation finally purchase forever grateful realtor highly recommend jessyca,POSITIVE,0.999317169189453,,,,
5,"4751 Running Springs Rd, Ukiah, CA 95482",2016-01-23,"I found Andy very helpful through the whole process. He always called me back quickly and knew a great deal about the properties and their surroundings. I had no experience with buying land, and he patiently and respectfully guided me when I asked for advice.",find andy helpful process call quickly know great deal property surrounding experience buy land patiently respectfully guide ask advice,POSITIVE,0.928779780864716,,,,
5,"1912 Phillips Way, Los Angeles, CA 90042",2019-11-17,Super helpful and always ready to help!  Came through when I needed answers and persistent with setting up private showings that fit my weird schedule.,super helpful ready help come need answer persistent set private showing fit weird schedule,NEGATIVE,0.993331015110016,,,,
5,"3902 Sarno Ct Moorpark, CA 93021",2021-11-07,"I met Bernadette almost two years ago at an open house. She was so friendly and kind to my situation. I was not ready to buy at the time but Bernadette checked in with me once every couple of months. Not so much to see if I was ready to buy but to see how I was sincerely doing.  When everything aligned and I was ready to buy, she took all the time I needed and answered all my questions to the fullest. She also knew in this tricky market how to write a winning offer. I couldn’t have had a better experience.",meet bernadette year ago open house friendly kind situation ready buy time bernadette check couple month ready buy sincerely align ready buy take time need answer question full know tricky market write win offer well experience,POSITIVE,0.993047893047333,,,,
5,"1672 Del Oro Cir, Petaluma, CA 94954",2020-08-17,"OMG!  Tracy was simply the best.  She never gave up on me finding the perfect home!  I was out bid time after time.... but she kept looking and stayed with me.  I was looking to buy my first home, me and my dog.  Finally after two years of look, placing offers, getting outbid .. success!  She is extremely knowledgeable in all areas ... home buy/loans/closing etc... she is accessible, with strong work ethics and great to work with.  (Sorry, our house hunting came to an end) :-)   In today's market Tracy has all that you need to buy or / and sell!",omg tracy simply good give find perfect home bid time time keep look stay look buy home dog finally year look place offer get outbid success extremely knowledgeable area home buy loan closing etc accessible strong work ethic great work sorry house hunting come end today market tracy need buy sell,POSITIVE,0.998151004314423,,,,
5,"7762 Baldwin St, Valley Springs, CA 95252",2019-06-28,"Where do I start....La Tasha Mullins was super professional from the start of us working together to purchase our home. We needed a home with a huge lot, have a shop for my husband to grow his business, room for me to garden and a safe place for our kids to play.  Together we found that ""dream home"" for us and the whole process from beginning to end, we were kept informed through every step.  Things from inspections, signing tons of legal documents to matters with the loan were dealt within a super timely manner and our questions were always answered.  I felt bad because we actually couldn't find a home that we like in Stockton where we were currently living, so we looked into homes in Valley Springs (which is a 30 minute drive) .  La Tasha gladly made every drive out to show us several homes in this area until we found the right one.  She did it with a smile and was prepared to tell us everything that she knew about the home.  She is kind and the level of service that she provides, you will not be disappointed.",start la tasha mullins super professional start work purchase home need home huge lot shop husband grow business room garden safe place kid play find dream home process begin end keep inform step thing inspection sign ton legal document matter loan deal super timely manner question answer feel bad actually find home like stockton currently live look home valley spring 30 minute drive la tasha gladly drive home area find right smile prepared tell know home kind level service provide disappoint,NEGATIVE,0.982249021530151,,,,
5,"295 N Adler Ave Clovis, CA 93612",2023-12-28,"Michelle did a wonderful job helping us buy our home. She communicated with us frequently, kept the process moving along smoothly, and even put our offer in while she was on vacation. Michelle has gone above and beyond for us. I would highly recommend her to friends, family, and strangers.",michelle wonderful job help buy home communicate frequently keep process move smoothly offer vacation michelle go highly recommend friend family stranger,POSITIVE,0.999483704566956,,,,
5,"107 Camino Del Sol, Vallejo, CA 94591",2021-03-11,"Tasha is a Professional, knowledgeable and helpful agent, she was leading me through this complicated process, and finally I bought my dream house......definitely will recommend to friends",tasha professional knowledgeable helpful agent lead complicated process finally buy dream house definitely recommend friend,POSITIVE,0.999439895153046,,,,
5,"2216 Jeans Ct, Signal Hill, CA 90755",2018-04-22,"As a first time home buyer, I could not have had a better agent to work with than Cheyenne. After looking at our first few houses together, Cheyenne very quickly got a good feel for what we were after and helped to finer tune our search for that perfect home. Always professional, highly personable, it was without a doubt a less stressful endeavor with Cheyenne at our side. He made clear that my wife & I should ask any question we had at any moment we had it and was always available to help us through this process. I never expected to have a go-to realty agent in my address book, but now that I do I’m thrilled that it’s Cheyenne.",time home buyer well agent work cheyenne look house cheyenne quickly get good feel help fine tune search perfect home professional highly personable doubt stressful endeavor cheyenne clear wife ask question moment available help process expect realty agent address book thrill cheyenne,NEGATIVE,0.511094868183136,,,,
5,"1366 W 2nd St San Pedro, CA 90732",2022-07-29,"Tina made our first home buying process efficient, easy to understand, and seamless. She made us feel confident in our decisions while offering recommendations at the same time. We will definitely use Tina again and would highly recommend everyone else to do the same.",tina home buying process efficient easy understand seamless feel confident decision offer recommendation time definitely use tina highly recommend,POSITIVE,0.998500227928162,,,,
5,"130 N Swall Dr #203 Beverly Hills, CA 90211",2022-03-31,"I thoroughly enjoyed my experience of purchasing a property in Beverly Hills with Melissa. She's knowledgeable about the area, and provided me with valuable information regarding the HOA rules and regulations as well as those of the city. Her professional skills made my purchase smooth and easy. Melissa is frank about the pros and cons of the property, very responsive to my tons of questions, always pleasant to arrange shows and walkthroughs at my convenient time, and very thoughtful in giving various advice. Besides, she is a great negotiator in prices. Therefore, I highly recommend Melissa if you are interested in buying or selling a property in the area.",thoroughly enjoy experience purchase property beverly hill melissa knowledgeable area provide valuable information hoa rule regulation city professional skill purchase smooth easy melissa frank pro con property responsive ton question pleasant arrange show walkthrough convenient time thoughtful give advice great negotiator price highly recommend melissa interested buy sell property area,POSITIVE,0.998881876468658,,,,
5,"3301 Ridge Park Ct, Long Beach, CA 90804",2015-03-20,"We can’t say enough about Khristene.  She helped us find the home of our dreams.  She was our partner in every part of the home buying process.  There were so many technical details but Khristene explained each step and kept all the players on track. Her follow up and follow through is amazing.   We closed in record time, thanks only to Khristene's knowledge, dedication and professionalism.",khristene help find home dream partner home buying process technical detail khristene explain step keep player track follow follow amazing close record time thank khristene knowledge dedication professionalism,POSITIVE,0.999715149402618,,,,
5,"845 W 19th St # 1, San Pedro, CA 90731",2017-09-29,"Has my wife and I wondered into the SoCal housing market we luckily stumbled upon Mary Morales and Andrew Pitre. What an absolute God send these two were. We had some challenges and yet they were able to find us the perfect home, the perfect loan (FHA) and navigate us through issues that were out of the control of any of us. They communicated with us on an almost daily basis and were available for discussions whenever we needed them. If you are ever looking for the best Real Estate agent team in all of SoCal these two are it. Thank you so much Mary and Andrew!! We couldn't have done it with out you!",wife wonder socal housing market luckily stumble mary morale andrew pitre absolute god send challenge able find perfect home perfect loan fha navigate issue control communicate daily basis available discussion need look good real estate agent team socal thank mary andrew,POSITIVE,0.990141689777374,,,,
5,"922 Pipit St Lathrop, CA 95330",2022-03-24,Very friendly and guided us per our need. Explained in detail the pros and cons of the different choices that we discussed with him. Finally he helped us buy what we need with in our budget.,friendly guide need explain detail pro con different choice discuss finally help buy need budget,POSITIVE,0.962671518325806,,,,
5,"410 San Juan Dr, Morgan Hill, CA 95037",2013-07-10,"We met Jackie at the open house and she was great. She helped us put in an offer on the home and she helped us through the negotiating stage all the way though until the offer was accepted. <br/><br/>During the contingency period, Jackie was very knowledgeable and recommended great companies for the inspections. She was there during the inspections and drove by the property for us when we had a particular question regarding the surroundings of the home.<br/><br/>During escrow she was great and kept us informed on a daily basis the process of the home buying.<br/><br/>Overall, Jackie was wonderful with every step of the way during our home purchasing. She would answer any questions / get us information we needed almost instantly. Thanks Jackie !",meet jackie open house great help offer home help negotiating stage way offer accept contingency period jackie knowledgeable recommend great company inspection inspection drive property particular question surrounding escrow great keep inform daily basis process home jackie wonderful step way home purchasing answer question information need instantly thank jackie,POSITIVE,0.999441683292389,,,,
5,"2365 N Eaton Ct, Orange, CA 92867",2016-03-28,"Bill and Leilani were our buyer's agents for a home purchase and we could not ask for better service and assistance. They walked us through all steps of the process as we were first-time home buyers and needed guidance. They are very knowledgeable of the greater OC area, especially North Orange County. They were especially helpful dealing with a difficult seller. Could not ask for more and would definitely recommend to any buyer or seller.",bill leilani buyer agent home purchase ask well service assistance walk step process time home buyer need guidance knowledgeable great oc area especially north orange county especially helpful deal difficult seller ask definitely recommend buyer seller,POSITIVE,0.986655473709106,,,,
5,"4066 Lambert Rd, El Sobrante, CA 94803",2016-12-06,"… today there was our closing date, and we’re lucky  Mike guided us through the process of purchasing. He is … “SOMETHING”,  something in between God and Family Member, the first regarding professionalism, the second for care about his clients. He’s great in performing magic tricks for your kids and even greater in resolving actual market issues along the way.",today closing date lucky mike guide process purchasing god family member professionalism second care client great perform magic trick kid great resolve actual market issue way,POSITIVE,0.994013130664825,,,,
5,"510 N Maryland Ave UNIT 103, Glendale, CA 91206",2021-09-23,"I highly recommend Laura as a Realtor - She was easy to work with, not pushy to make a quick sale, and she was with us every step of the way from start to finish. She was very thorough and made sure we were getting the best home and not just settling. She is very helpful and answered every question we had and was very open with communication. I recommend her to everyone because she is the BEST!",highly recommend laura realtor easy work pushy quick sale step way start finish thorough sure get good home settle helpful answer question open communication recommend good,POSITIVE,0.999521255493164,,,,
5,"2721 Larkspur Dr Antioch, CA 94531",2021-10-24,"We really appreciate all the help that Jerry gave us. He guided us step by step in the process of buying our house, his patience, dedication and interest that he always showed in our meeting, telephone calls, and especially with the professionalism throughout the process.  Even in the middle of the pandemic, Jerry was able to help make our home buying process easier. We could't be more satisfied with his work. We have recommended and will continue to recommend Jerry to our friends.",appreciate help jerry give guide step step process buy house patience dedication interest show meeting telephone call especially professionalism process middle pandemic jerry able help home buying process easy satisfied work recommend continue recommend jerry friend,POSITIVE,0.996170341968536,,,,
5,"17403 Gilmore St, Van Nuys, CA 91406",2021-08-30,Oscar assisted us with the purchase of a home.  He is a consummate professional and it was easy to see he knew all aspects of the process.  He always responded to our question in a timely manner. He provided honest answers and gave us insight when we were making decisions.  He was available whenever we needed him to provide suggestions and give input when we made decisions.  He is friendly and he never was pushy.  He explained everything every step of the way.  Thank you so much Oscar for all your hard work and making this a smooth transaction.  I highly recommend Oscar for any of your real estate needs.  It has been a pleasure!!,oscar assist purchase home consummate professional easy know aspect process respond question timely manner provide honest answer give insight make decision available need provide suggestion input decision friendly pushy explain step way thank oscar hard work make smooth transaction highly recommend oscar real estate need pleasure,POSITIVE,0.998082160949707,,,,
5,"18020 Stanford Ct, Sonoma, CA 95476",2018-02-20,"Christopher listened and understood my needs and showed homes that fit the specs. He gave lots of information on the market and gave sound advice when it came to making an offer. Very good responsiveness, from skyping at odd hours while I was overseas to immediate email or text communication. Fantastic service with another associate (Jennifer) before, during and after close of escrow.",christopher listen understand need show home fit spec give lot information market give sound advice come make offer good responsiveness skype odd hour overseas immediate email text communication fantastic service associate jennifer close escrow,POSITIVE,0.97661554813385,,,,
5,"15474 Burwood Rd Victorville, CA 92394",2023-04-21,"Gicel did an amazing job assisting us with purchasing our house. She was very involved in all aspects of the closing. She was friendly, respectful, responsible, set up regular meetings and calls to check in, and gaves really great advice.",gicel amazing job assist purchase house involved aspect closing friendly respectful responsible set regular meeting call check gave great advice,POSITIVE,0.995664417743683,,,,
5,"3304 Alma Ave # 1, Manhattan Beach, CA 90266",2011-06-15,"Ray went above and beyond in every way to assist us in finding, selecting and closing on an appropriate home. He was very patient while we were searching for the right property. He has superb knowledge of the cities he services.  I cannot say enough good things about Ray!",ray go way assist find select close appropriate home patient search right property superb knowledge city service good thing ray,POSITIVE,0.991079747676849,,,,
5,656 N Clover Ave San Jose CA 95128,2014-07-30,"After interacting with a couple of Agents, I shifted to Justin and I never regretted the decision. He makes sure that all your requirements are met - which is typically done by any good Agent. Justin goes one step beyond and makes sure that we do not miss any other potential issues, which may skip our eyes , in our excitement of our favorite factors. I have absolutely no hesitation in recommending him for any one.",interact couple agent shift justin regret decision make sure requirement meet typically good agent justin go step make sure miss potential issue skip eye excitement favorite factor absolutely hesitation recommend,NEGATIVE,0.926916182041168,,,,
5,"311 Oak St, Oakland, CA 94607",2020-02-29,Super friendly and have given great advice to me throughout the home buying process. Sarah has a great knowledge of the oakland area and surrounding neighborhoods.,super friendly give great advice home buying process sarah great knowledge oakland area surround neighborhood,POSITIVE,0.99954104423523,,,,
5,"1012 Dixie Dr, Hemet, CA 92543",2015-12-20,"After very patiently looking at almost a dozen mobile homes and houses, he not only made sure that the Loan Officer was on the right course, that the sellers Real Estate Agent was responsive but also assisted when issues in Escrow occurred. He went out of his way several times, including making a very long drive to my current residence to assist with the notary issues, to make sure that the sale was as painless and smooth as possible.  Without Carlos' expertise and concern we wouldn't be in the wonderful place that we currently own.",patiently look dozen mobile home house sure loan officer right course seller real estate agent responsive assist issue escrow occur go way time include make long drive current residence assist notary issue sure sale painless smooth possible carlos expertise concern wonderful place currently,POSITIVE,0.97271865606308,,,,
5,"2932 New Jersey Ave San Jose, CA 95124",2024-02-21,"I recently had the pleasure of working with Julie, Mark and Biance as my agents, and I cannot express enough how impressed I am with their exceptional service. With only one offer made, with only the first offer made, we bought our favorite house! From the moment we started the process until the keys were handed over, they demonstrated unparalleled professionalism and expertise.Communication was a key factor that made the entire process stress-free. They are available to answer my questions, address any concerns, and provide regular updates. Their proactive and transparent communication style instilled confidence and made me feel informed and involved throughout the entire journey.Thanks again Julie, Mark and Bianca!",recently pleasure work julie mark biance agent express impressed exceptional service offer offer buy favorite house moment start process key hand demonstrate unparalleled professionalism key factor entire process stress free available answer question address concern provide regular update proactive transparent communication style instill confidence feel informed involve entire julie mark bianca,POSITIVE,0.990438759326935,,,,
5,"12658 Izetta Ave, Downey, CA 90242",2018-08-22,Eric Polo is very honest and works hard at negotiating on the clients behalf.  He’s also very quick to respond and makes sure all your questions are answered.  I highly recommend him as a realtor!,eric polo honest work hard negotiate client behalf quick respond make sure question answer highly recommend realtor,POSITIVE,0.998100340366364,,,,
5,"5036 Tifton Way San Jose, CA 95118",2022-12-13,Alessandra assisted us in buying a home and did an awesome job while at it. She found properties that were inline with our requirements and helped in scheduling private shows. She is knowledgeable and helped us in every step. Would highly recommend.,alessandra assist buy home awesome job find property inline requirement help schedule private show knowledgeable help step highly recommend,POSITIVE,0.998813271522522,,,,
5,"1712 Anita Ct, Concord, CA 94521",2017-02-23,"Alex was the best agent we could have asked for. From the initial consultation to the hand off of the keys, Alex was professional, courteous, hard working and avaialablr any time with a prompt response to any questions and tasks we needed to do to make this work. He helped us find our dream home for our family and we appreciate all he did for us to negotiate a great deal with the sellers. Thank you Alex!",alex good agent ask initial consultation hand key alex professional courteous hard working avaialablr time prompt response question task need work help find dream home family appreciate negotiate great deal seller thank alex,POSITIVE,0.997484087944031,,,,
5,"1455 Thompson Ave, Santa Cruz, CA 95062",2020-06-24,We recently purchased our new home with help from Kelsey! Kelsey took a huge risk with us and got us our dream home for 100k under asking price. She was able to protect our assets while negotiating And advocating for our purchase. Kelsey listened to our wants and dreams and delivered! Thank you for always being there when we needed you Kelsey.,recently purchase new home help kelsey kelsey take huge risk get dream home ask price able protect asset negotiate advocate purchase kelsey listen want dream deliver thank need kelsey,POSITIVE,0.902353048324585,,,,
5,"12344 Whistler St. Grand Terrace, CA 91701",2019-02-05,Brent helped us buy our first home. He did a great job negotiating with less than cooperative sellers. It made what could have been a really stressful process easy and fun! I would use Brent or his associates at Windermere Tower Realty any time.,brent help buy home great job negotiate cooperative seller stressful process easy fun use brent associate windermere tower realty time,POSITIVE,0.987730801105499,,,,
5,"8143 Antwerp St, Los Angeles, CA 90001",2019-01-29,When we met Natalie Lillard we were in the process of changing real estate agents and she was such a blessing. She was always helpful and willing to help she is so loving and caring that it makes you feel comfortable with your decisions. I can truly say she is an asset to your company.,meet natalie lillard process change real estate agent blessing helpful willing help loving care make feel comfortable decision truly asset company,POSITIVE,0.996355891227722,,,,
5,"31 Sagebrush, Coto De Caza, CA 92679",2020-05-07,"I worked with Heine while I was purchasing my sons first condo that had to be FHA qualified.Heine was quick to respond and very knowledgeable. He immediately sent me all the listings available in the areas I was interested in and gave me his input helping me make decisions.All the transactions were in a timely manner, and we closed escrow even before earlier than planned.I highly recommend Heine for your real estate needs!",work heine purchase son condo fha quick respond knowledgeable immediately send listing available area interested give input help transaction timely manner close escrow early highly recommend heine real estate need,POSITIVE,0.99745374917984,,,,
5,"3020 Landis St, San Diego, CA 92104",2017-08-03,"I had unsuccessfully worked with 2 other agents before I got lucky and met Ian. As soon as we started working together, Ian would send me photos and info about homes that met my requirements and other homes he thought I would like in areas I hadn't considered.  He was on top of his game.  Very professional and super fun.  He has great taste and a real sense of what I was looking for. I can't tell you how nice it was working with Ian.  He cared about me. I felt like I was hanging out with a good friend.  He found my dream home for me! You can trust him to do the same for you.",unsuccessfully work 2 agent get lucky meet ian soon start work ian send photo info home meet requirement home think like area consider game professional super fun great taste real sense look tell nice work ian care feel like hang good friend find dream home trust,POSITIVE,0.996284186840057,,,,
5,"7510 Ogelsby Ave, Los Angeles, CA 90045",2019-04-13,"Ali eased the rigorous process of buying a home in LA and never made us feel rushed in a competitive market. Her expertise in Westchester helped us find a home in a neighborhood that was perfect me and my husband. As first time homebuyers, Ali never made us feel uncomfortable in the negotiation process and always urged us to make decision around the value we saw in the homes we wrote offers for. She was always responsive and an expert at calming our nerves. Most importantly, she always made us feel like she would give 110% to help us find the RIGHT house for us and never pressured us into decisions.Thank you Ali for helping us buy the perfect home in the perfect location!",ali ease rigorous process buy home la feel rush competitive market expertise westchester help find home neighborhood perfect husband time homebuyer ali feel uncomfortable negotiation process urge decision value see home write offer responsive expert calm nerve importantly feel like 110 help find right house pressure ali help buy perfect home perfect location,POSITIVE,0.965426921844482,,,,
5,"612 Filbert Ct, San Ramon, CA 94583",2019-07-18,"We were looking to purchase our first home and we were clueless. Everyone pretty much told me that you need an agent who will bat for you and not just someone looking to close a deal as soon as possible.Being an agent for a buyer is like being a fiduciary, you need to keep your client's interest ahead of everything else.That's what everyone will tell you anyway. Finding such a person is a different ball game.In our two years of on and off house hunting, we met all kinds of agents. The pushy ones - who will stress you out, the lackdaisical ones- who will say that every house is great and even offer you a portion of their commission. And then we met Liz. She is the embodiment of the kind of agent who will keep your interest ahead of everything else and she's a great person to be friends with. I had a bazillion questions and she patiently dedicated time and went out of her way to find answers for us even when she didn't need to.My friends had told me that you should not tell your agent the highest amount you are willing to go for a house because they will be too happy to just offer that and close the deal. Liz saved us at least 25k for the place we ultimately ended up buying even after I had told her to bid the higher amount :)If you get a chance to have Liz as your agent, consider yourself lucky and hire her. You couldn't ask for a better person to represent your interest as a home buyer.",look purchase home clueless pretty tell need agent bat look close deal soon agent buyer like fiduciary need client interest ahead tell find person different ball year house hunting meet kind agent pushy one stress lackdaisical house great offer portion commission meet liz embodiment kind agent interest ahead great person friend bazillion question patiently dedicate time go way find answer need friend tell tell agent high willing house happy offer close deal liz save place ultimately end buy tell bid high chance liz agent consider lucky hire ask well person represent interest home buyer,NEGATIVE,0.987558901309967,,,,
5,"4860 Rolando Ct, San Diego, CA 92115",2021-06-03,"Best realtor out there no doubt. Genuinely cares for you, looks for the best options, very responsive and always on top of deadlines. I would recommend her and already did, will be doing business with her for future purchases.",good realtor doubt genuinely care look good option responsive deadline recommend business future purchase,POSITIVE,0.952049791812897,,,,
5,"9373 Musselman Dr, Atascadero, CA 93422",2018-07-05,"Cami is awesome!!! She was able to help us buy the exact home we wanted within just a few weeks of looking. Even before the process started, she pointed us to some excellent resources for lending. As escrow progressed, we were greatly impressed with her superb follow-through skills, responsiveness, & her ability to overcome any obstacles or concerns we had along the way. On top of that, she had a vast network of top-notch professionals that we were able to utilize. If you want somebody that works hard for you, has integrity, and that gets the job done right, you just can't go wrong with Cami Rickard.",cami awesome able help buy exact home want week look process start point excellent resource lending escrow progress greatly impressed superb follow skill responsiveness ability overcome obstacle concern way vast network notch professional able utilize want somebody work hard integrity get job right wrong cami rickard,POSITIVE,0.999487161636353,,,,
5,"1100 W Sherwood Blvd Big Bear City, CA 92314",2023-09-20,Michael was responsive from day one when I met him at a different home. He lives in the area so he’s an expert in the area he knows people and can connect you to different resources. He also knew the values very well in that area and was able to negotiate accordingly. I’m a brand new homeowner and he was very patient with me but also stayed on track for me when it got overwhelming. He’s very knowledgeable and explained things at my level when I needed him to.,michael responsive day meet different home live area expert area know people connect different resource know value area able negotiate accordingly brand new homeowner patient stay track get overwhelming knowledgeable explain thing level need,POSITIVE,0.995133817195892,,,,
5,"703 Felton Empire Rd Felton, CA 95018",2022-10-06,"Pam has been my agent on 7 transactions in the past 11 years. Every single time we've worked together, she has exceeded my expectations. She is honest, smart and very very good at maneuvering the ins and outs of the sale and purchase process. Highly highly recommend with no contingencies.",pam agent 7 transaction past 11 year single time work exceed expectation honest smart good maneuver in out sale purchase process highly highly recommend contingency,POSITIVE,0.998933851718903,,,,
5,"18693 Verano St Hesperia CA, 92345",2023-06-21,"Daniel was amazing from day one! I even fired my current realtor, who was more like a pushy salesman, shortly after conversing with Daniel. It was the best decision I could have ever made. He was never pushy, extremely empathetic to my situation, a realestate guru, and was very prompt to respond to any and all my questions and concerns. This was the 3rd home I’ve purchased in my lifetime, and working with him was hands down my best experience. I am also a military Veteran who was moving across the country. Daniel was impressively knowledgeable about the VA Loan and how keep me comfortably in the loop when purchasing my new home. If you want someone with integrity, professionalism, family oriented, and outstanding work ethic, then Daniel Galan is your man.",daniel amazing day fire current realtor like pushy salesman shortly converse daniel good decision pushy extremely empathetic situation realestate guru prompt respond question concern 3rd home purchase lifetime work hand good experience military veteran move country daniel impressively knowledgeable va loan comfortably loop purchase new home want integrity professionalism family orient outstanding work ethic daniel galan man,POSITIVE,0.998330652713776,,,,
5,"5610 10th St, Sheridan, CA 95681",2016-02-11,Shannon is amazing. As a first time home buyer Shannon made our experience so great. She is on top of everything and was always there to answer any questions we had. I would recommended Shannon to everyone looking to purchase a home. We will forever use her as our realtor.,shannon amazing time home buyer shannon experience great answer question recommend shannon look purchase home forever use realtor,POSITIVE,0.998031675815582,,,,
5,"2187 Pine Crest Dr, Corona, CA 92882",2015-04-25,"My experience with Mike Lovullo was remarkably better than I expected any home buying experience to be.  I had been referred to him by a friend who had also had an excellent experience buying a home with Mike.  He made himself available to show houses that, as the process went on and he got to know us better, were more and more in line with what we were looking for.  He also helped us refine what we wanted so we knew what to look for, and he adapted his style to our preferences and the level of involvement and control we wanted.  We will only be working with Mike Lovullo in the future because of his attention to detail, knowledge of the complete home buying process, to include the abnormal or special cases, his network of professionals for all aspects of the home buying, appraising, and inspecting processes, and the fact that we feel we can trust him completely.  Working with Mike will definitely make anyone's experience better and help them see that the negative realtor stereotypes aren't true for everyone.  The day Mike retires will be a sad day for the Southern California Real Estate industry.",experience mike lovullo remarkably well expect home buying experience refer friend excellent experience buy home mike available house process go get know well line look help refine want know look adapt style preference level involvement control want work mike lovullo future attention detail knowledge complete home buying process include abnormal special case network professional aspect home buying appraising inspect process fact feel trust completely work mike definitely experience well help negative realtor stereotype true day mike retire sad day southern california real estate industry,NEGATIVE,0.945996403694153,,,,
5,"1410 La Jolla Way Madera, CA 93638",2023-01-24,Amy did a great job for us when finding a home. She was very responsive and knowledgeable. I believe she is the reason we got the house that we Bought.we would definitely buy a house again from Amy I'd we have the opportunity too.,amy great job find home responsive knowledgeable believe reason get house definitely buy house amy opportunity,POSITIVE,0.998022079467773,,,,
5,"1365 Calle Tulipan Thousand Oaks, CA 91360",2021-11-21,"Rebecca is professional and very knowledgeable about the real estate business.  She assisted us through this crazy time to purchase a home and guided us through the process on how to make an offer.  Rebecca was honest and up front through it all so there were no ""surprises"", and she always kept us up to date on where we were throughout our escrow from beginning to end.  My husband and I would highly recommend Rebecca!",rebecca professional knowledgeable real estate business assist crazy time purchase home guide process offer rebecca honest surprise keep date escrow begin end husband highly recommend rebecca,POSITIVE,0.999611675739288,,,,
5,"20154 Greenview Dr, Woodbridge, CA 95258",2017-11-19,"Great real estate agent!Known her for many many years. Helpful, honest, friendly, listens, caters to you. Interacts well with the lenders, seller, and other real estate agent.",great real estate year helpful honest friendly listen cater interact lender seller real estate agent,POSITIVE,0.999673843383789,,,,
